trial,image_path,true_label,finch_cluster,kmeans_cluster
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133109.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133111.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133112.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133116.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133117.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133118.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133120.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133121.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133122.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133123.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133125.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133126.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133128.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133129.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133130.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133132.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133133.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133135.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133136.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133137.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133138.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133140.jpg,0,0,15
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133141.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133143.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133144.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133145.jpg,0,0,26
0,C:\Users\HP\novelty\split_datasets\trial_0\12labeled_40unlabeled\unlabeled\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133146.jpg,0,0,26
