trial,image_path,true_label,finch_cluster,kmeans_cluster
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132058.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132101.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132103.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132109.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132110.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132111.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241019_132119.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102338.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102340.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102344.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102348.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102350.jpg,0,0,3
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102357.jpg,0,0,7
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102359.jpg,0,0,7
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102402.jpg,0,0,6
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102407.jpg,0,0,6
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102411.jpg,0,0,6
3,C:\Users\HP\novelty\split_datasets\trial_3\42labeled_10unlabeled\unlabeled\Acalypha wilkesiana Müll.Arg\IMG_20241106_102540.jpg,0,0,3
